"SC_ID","pr"
0,0.0415860735009671
0,0.022583559168925
0,0.0301057770545159
0,0.0105691056910569
0,0.0263876251137398
0,0.0141369047619048
0,0.0202108963093146
0,0.0218408736349454
0,0.0218408736349454
0,0.0218408736349454
0,0.0181818181818182
0,0.015984015984016
0,0.0197368421052632
0,0.0225872689938398
0,0.0268595041322314
0,0.0298804780876494
0,0.0197368421052632
0,0.0278099652375435
0,0.0238095238095238
0,0.0277078085642317
0,0.0301568154402895
0,0.029868578255675
0,0.0244498777506112
0,0.0433763188745604
0,0.0489690721649485
0,0.0414438502673797
0,0.0295250320924262
0,0.0295250320924262
0,0.0226364846870839
0,0.0516759776536313
0,0.0186104218362283
0,0.0451612903225806
0,0.043421052631579
0,0.0551523947750363
0,0.0368550368550369
0,0.0356234096692112
0,0.0343074968233799
0,0.0393401015228426
0,0.0382081686429512
0,0.0485021398002853
0,0.0426908150064683
0,0.0432632880098888
0,0.0395939086294416
0,0.0522959183673469
0,0.0283600493218249
0,0.0362694300518135
0,0.0411686586985392
0,0.0406811731315043
0,0.0427435387673956
0,0.0417633410672854
0,0.0303766707168894
0,0.0326633165829146
0,0.0208023774145617
0,0.0185979971387697
0,0.0196671709531014
0,0.0203804347826087
0,0.0194444444444444
0,0.0284167794316644
0,0.0237154150197628
0,0.0250329380764163
0,0.0269922879177378
0,0.0296495956873315
0,0.032994923857868
0,0.0378378378378378
0,0.0413333333333333
0,0.0484094052558783
0,0.0449704142011834
0,0.0547147846332945
0,0.0533024333719583
0,0.0532994923857868
0,0.0322966507177034
0,0.0483870967741935
0,0.0328947368421053
0,0.0347284060552093
0,0.0246761258482418
0,0.0230769230769231
0,0.0319410319410319
0,0.0296610169491525
0,0.0298889837745517
0,0.0294365012615643
0,0.0325047801147228
0,0.0332458442694663
0,0.0249376558603491
0,0.0234604105571848
0,0.0241379310344828
0,0.0311418685121107
0,0.032520325203252
0,0.0345211581291759
0,0.0225281602002503
0,0.0211180124223602
0,0.0259403372243839
0,0.0242966751918159
0,0.0332480818414322
0,0.0423841059602649
0,0.0506478209658422
0,0.0534629404617254
0,0.0269230769230769
0,0.053177691309987
0,0.0402245088868101
0,0.0287891617273497
0,0.0204953031596926
0,0.0389948006932409
0,0.0409556313993174
0,0.0269576379974326
0,0.0226986128625473
0,0.0373831775700935
0,0.0422919508867667
0,0.04
0,0.0419426048565121
0,0.0369344413665743
0,0.0486486486486487
0,0.0472878998609179
0,0.0477453580901857
0,0.0484094052558783
0,0.0360884749708964
0,0.0387323943661972
0,0.0320197044334975
0,0.0372233400402414
0,0.0225281602002503
0,0.0554821664464993
0,0.0505992010652463
0,0.0512483574244415
0,0.0532994923857868
0,0.0588957055214724
