"Date","median","lower_90ci","upper_90ci"
1994-01-01,4354,4261,4415
1995-01-01,4350,4300,4402
1996-01-01,4355,4317,4400
1997-01-01,4370,4300,4390
1998-01-01,4358,4293,4379
1999-01-01,4348,4295,4382
2000-01-01,4344,4288,4400
2001-01-01,4339,4289,4410
2002-01-01,4353,4286,4408
2003-01-01,4367,4268,4418
2004-01-01,4360,4262,4443
2005-01-01,4353,4255,4429
2006-01-01,4361,4247,4419
2007-01-01,4355,4238,4428
2008-01-01,4344,4253,4445
2009-01-01,4355,4269,4457
2010-01-01,4383,4281,4446
2011-01-01,4386,4277,4436
2012-01-01,4371,4265,4424
2013-01-01,4373,4268,4433
2014-01-01,4373,4244,4452
2015-01-01,4375,4226,4477
2016-01-01,4378,4204,4486
2017-01-01,4347,4205,4511
2018-01-01,4353,4202,4523
2019-01-01,4336,4203,4517
2020-01-01,4376,4223,4527
2021-01-01,4374,4224,4563
2022-01-01,4381,4224,4557
2023-01-01,4399,4239,4552
2024-01-01,4390,4262,4543
2025-01-01,4408,4250,4544
2026-01-01,4398,4243,4518
2027-01-01,4408,4254,4522
2028-01-01,4410,4276,4532
2029-01-01,4440,4260,4520
2030-01-01,4454,4256,4541
2031-01-01,4459,4251,4547
2032-01-01,4451,4243,4547
2033-01-01,4430,4253,4566
2034-01-01,4429,4235,4556
2035-01-01,4446,4231,4566
2036-01-01,4455,4223,4572
2037-01-01,4441,4215,4611
2038-01-01,4450,4192,4615
2039-01-01,4447,4164,4612
2040-01-01,4433,4180,4614
2041-01-01,4437,4171,4603
2042-01-01,4442,4176,4620
2043-01-01,4453,4191,4617
2044-01-01,4472,4222,4628
2045-01-01,4473,4224,4636
2046-01-01,4471,4207,4628
2047-01-01,4478,4198,4629
2048-01-01,4497,4203,4624
2049-01-01,4491,4189,4641
2050-01-01,4475,4175,4627
2051-01-01,4461,4182,4630
2052-01-01,4475,4180,4622
2053-01-01,4444,4175,4622
2054-01-01,4475,4182,4617
2055-01-01,4466,4178,4619
2056-01-01,4447,4189,4634
2057-01-01,4463,4181,4653
2058-01-01,4491,4165,4663
2059-01-01,4503,4176,4674
2060-01-01,4512,4200,4652
2061-01-01,4483,4213,4643
2062-01-01,4471,4217,4645
2063-01-01,4491,4219,4647
2064-01-01,4498,4226,4671
2065-01-01,4491,4228,4670
2066-01-01,4492,4217,4656
2067-01-01,4483,4211,4651
2068-01-01,4502,4203,4650
2069-01-01,4494,4213,4668
2070-01-01,4495,4197,4663
2071-01-01,4474,4198,4659
2072-01-01,4473,4196,4649
2073-01-01,4500,4196,4627
2074-01-01,4497,4186,4628
2075-01-01,4483,4187,4615
2076-01-01,4483,4233,4647
2077-01-01,4468,4222,4652
2078-01-01,4444,4215,4655
2079-01-01,4447,4241,4661
2080-01-01,4441,4254,4653
2081-01-01,4415,4248,4640
2082-01-01,4428,4224,4626
2083-01-01,4434,4211,4634
2084-01-01,4431,4205,4630
2085-01-01,4450,4191,4654
